date,direction,service_type,time,primary_flight_number,primary_airline,codeshare_flight_numbers,codeshare_airlines,codeshare_count,origin,destination,status
2026-08-31,arrival,passenger,10:10,CX 303,CPA,,,0,PVG,HKG,At gate 09:55
2026-08-31,arrival,passenger,10:10,CX 660,CPA,OM 5624 / JL 7912 / AA 8945,MGL / JAL / AAL,3,BOM,HKG,At gate 11:27
2026-08-31,arrival,passenger,10:10,CX 933,CPA,,,0,XIY,HKG,At gate 10:06
2026-08-31,arrival,passenger,10:15,UO 625,HKE,CX 5625,CPA,1,HND,HKG,At gate 09:44
2026-08-31,arrival,passenger,10:20,HX 231,CRK,HU 8510,CHH,1,PVG,HKG,At gate 10:20
2026-08-31,arrival,passenger,10:20,UO 607,HKE,CX 5607,CPA,1,PUS,HKG,At gate 10:32
2026-08-31,arrival,passenger,10:25,MU 9623,CES,MF 9035,CXA,1,KMG,HKG,At gate 10:13
2026-08-31,arrival,passenger,10:30,CX 912,CPA,,,0,MNL,HKG,At gate 10:15
2026-08-31,arrival,passenger,10:30,MU 765,CES,FM 3033,CSH,1,NKG,HKG,At gate 10:22
2026-08-31,arrival,passenger,10:35,SU 212,AFL,,,0,SVO,HKG,At gate 10:49
2026-08-31,arrival,passenger,10:40,CX 965,CPA,CA 6565,CCA,1,HGH,HKG,At gate 10:21
2026-08-31,arrival,passenger,10:40,UA 153,UAL,,,0,SGN,HKG,At gate 10:36
2026-08-31,arrival,passenger,10:45,CX 305,CPA,,,0,NKG,HKG,At gate 10:34
2026-08-31,arrival,passenger,10:50,CX 413,CPA,QF 8228 / QR 3488 / AA 8896,QFA / QTR / AAL,3,ICN,HKG,At gate 11:09
2026-08-31,arrival,passenger,10:55,BR 845,EVA,HX 1845,CRK,1,KHH,HKG,At gate 10:38
2026-08-31,arrival,passenger,10:55,HX 129,CRK,HU 8517,CHH,1,HGH,HKG,At gate 11:04
2026-08-31,arrival,passenger,10:55,KE 2001,KAL,DL 7771 / WS 6075,DAL / WJA,2,ICN,HKG,At gate 11:34
2026-08-31,arrival,passenger,10:55,CX 786,CPA,QF 8226 / OM 5658 / JL 7936 / AA 8926,QFA / MGL / JAL / AAL,4,SGN,HKG,At gate 11:00
2026-08-31,arrival,passenger,11:00,CX 345,CPA,CA 6507,CCA,1,PEK,HKG,At gate 10:56
2026-08-31,arrival,passenger,11:00,CX 672,CPA,,,0,HYD,HKG,At gate 10:17
2026-08-31,arrival,passenger,11:00,MU 721,CES,FM 3013,CSH,1,SHA,HKG,At gate 10:53
2026-08-31,arrival,passenger,11:00,HB 383,HGB,,,0,FUK,HKG,At gate 11:03
2026-08-31,arrival,passenger,11:10,HX 497,CRK,HU 8201,CHH,1,CKG,HKG,At gate 11:07
2026-08-31,arrival,passenger,11:10,CX 917,CPA,CA 6529,CCA,1,CTU,HKG,At gate 10:37
2026-08-31,arrival,passenger,11:15,AK 138,AXM,,,0,KUL,HKG,At gate 11:10
2026-08-31,arrival,passenger,11:20,MU 6097,CES,,,0,LHW,HKG,At gate 11:12
2026-08-31,arrival,passenger,11:20,SQ 874,SIA,,,0,SIN,HKG,At gate 12:33
2026-08-31,arrival,passenger,11:20,HX 639,CRK,,,0,FUK,HKG,At gate 12:14
2026-08-31,arrival,passenger,11:25,ZH 9095,CSZ,CA 3361 / CX 6251,CCA / CPA,2,WUX,HKG,At gate 11:06
2026-08-31,arrival,passenger,11:25,CX 361,CPA,,,0,PVG,HKG,At gate 10:45
2026-08-31,arrival,passenger,11:35,MU 6085,CES,,,0,TYN,HKG,At gate 11:33
2026-08-31,arrival,passenger,11:35,CX 700,CPA,PG 4553 / QR 5854 / FJ 5455 / AY 5102 / OM 5640 / AA 8893,BKP / QTR / FJI / FIN / MGL / AAL,6,BKK,HKG,At gate 11:31
2026-08-31,arrival,passenger,11:35,CX 710,CPA,FJ 5451 / OM 5616 / QR 5858 / AY 5832,FJI / MGL / QTR / FIN,4,SIN,HKG,At gate 11:36
2026-08-31,arrival,passenger,11:40,OZ 721,AAR,HX 1551,CRK,1,ICN,HKG,At gate 12:19
2026-08-31,arrival,passenger,11:40,UO 227,HKE,CX 5227,CPA,1,NGB,HKG,At gate 11:37
2026-08-31,arrival,passenger,11:45,CX 983,CPA,,,0,CAN,HKG,At gate 11:13
2026-08-31,arrival,passenger,11:45,UO 131,HKE,CX 5131,CPA,1,KHH,HKG,At gate 11:55
2026-08-31,arrival,passenger,11:45,TG 600,THA,AC 7408 / TK 8010,ACA / THY,2,BKK,HKG,At gate 11:52
2026-08-31,arrival,passenger,11:50,CA 101,CCA,CX 6101,CPA,1,PEK,HKG,At gate 11:46
2026-08-31,arrival,passenger,11:50,CA 103,CCA,CX 6103,CPA,1,TSN,HKG,At gate 11:16
2026-08-31,arrival,passenger,11:50,MU 5017,CES,FM 3011,CSH,1,SHA,HKG,At gate 11:35
2026-08-31,arrival,passenger,11:50,MU 501,CES,FM 3015,CSH,1,PVG,HKG,At gate 11:48
2026-08-31,arrival,passenger,11:55,TW 643,TWB,,,0,ICN,HKG,At gate 12:20
2026-08-31,arrival,passenger,11:55,UO 857,HKE,CX 5857,CPA,1,NRT,HKG,At gate 11:34
2026-08-31,arrival,passenger,12:00,YP 801,APZ,,,0,ICN,HKG,At gate 12:22
2026-08-31,arrival,passenger,12:05,BR 867,EVA,HX 1823,CRK,1,TPE,HKG,At gate 11:54
2026-08-31,arrival,passenger,12:05,HX 235,CRK,HU 8356,CHH,1,PVG,HKG,At gate 12:25
2026-08-31,arrival,passenger,12:05,CX 477,CPA,,,0,TPE,HKG,Cancelled
2026-08-31,arrival,passenger,12:10,UO 193,HKE,CX 5193,CPA,1,RMQ,HKG,At gate 12:14
2026-08-31,arrival,passenger,12:15,CX 597,CPA,QR 5823 / JL 7029,QTR / JAL,2,KIX,HKG,At gate 11:51
2026-08-31,arrival,passenger,12:20,MU 5015,CES,,,0,PKX,HKG,At gate 12:21
2026-08-31,arrival,passenger,12:20,CX 730,CPA,MH 9188,MAS,1,KUL,HKG,At gate 11:58
2026-08-31,arrival,passenger,12:25,AK 237,AXM,,,0,BKI,HKG,At gate 12:39
2026-08-31,arrival,passenger,12:25,NH 859,ANA,UA 7907,UAL,1,HND,HKG,At gate 12:14
2026-08-31,arrival,passenger,12:25,CZ 355,CSN,3U 7001 / MF 9207,CSC / CXA,2,PKX,HKG,At gate 12:33
2026-08-31,arrival,passenger,12:30,CX 365,CPA,,,0,PVG,HKG,At gate 12:21
2026-08-31,arrival,passenger,12:30,UO 523,HKE,CX 5523,CPA,1,CRK,HKG,At gate 12:42
2026-08-31,arrival,passenger,12:35,PR 318,PAL,,,0,MNL,HKG,At gate 12:43
2026-08-31,arrival,passenger,12:35,CX 238,CPA,,,0,LHR,HKG,At gate 12:40
2026-08-31,arrival,passenger,12:40,SQ 882,SIA,,,0,SIN,HKG,At gate 13:06
2026-08-31,arrival,passenger,12:40,SC 1151,CDG,CA 8871,CCA,1,TNA,HKG,At gate 12:29
2026-08-31,arrival,passenger,12:40,UO 541,HKE,,,0,HAN,HKG,At gate 12:57
2026-08-31,arrival,passenger,12:45,UO 251,HKE,CX 5251,CPA,1,SYX,HKG,At gate 12:53
2026-08-31,arrival,passenger,12:45,FM 811,CSH,MU 8595,CES,1,PVG,HKG,At gate 12:30
2026-08-31,arrival,passenger,12:50,CX 431,CPA,,,0,KHH,HKG,At gate 12:59
2026-08-31,arrival,passenger,13:00,CX 489,CPA,,,0,TPE,HKG,At gate 12:36
2026-08-31,arrival,passenger,13:00,5J 142,CEB,,,0,MNL,HKG,At gate 13:11
2026-08-31,arrival,passenger,13:05,CA 111,CCA,CX 6111,CPA,1,PEK,HKG,At gate 14:02
2026-08-31,arrival,passenger,13:05,CI 909,CAL,,,0,TPE,HKG,At gate 13:03
2026-08-31,arrival,passenger,13:05,CX 503,CPA,JL 7051 / QR 5835,JAL / QTR,2,KIX,HKG,At gate 12:48
2026-08-31,arrival,passenger,13:05,UO 553,HKE,CX 5553,CPA,1,DAD,HKG,At gate 12:52
2026-08-31,arrival,passenger,13:10,HX 617,CRK,TK 9212 / EY 6814,THY / ETD,2,KIX,HKG,At gate 13:15
2026-08-31,arrival,passenger,13:15,HX 305,CRK,HU 8159,CHH,1,PEK,HKG,At gate 13:11
2026-08-31,arrival,passenger,13:15,CX 509,CPA,QR 5857 / JL 7041 / AA 8939 / FJ 5475,QTR / JAL / AAL / FJI,4,NRT,HKG,At gate 14:23
2026-08-31,arrival,passenger,13:15,CX 906,CPA,BA 4571,BAW,1,MNL,HKG,At gate 13:01
2026-08-31,arrival,passenger,13:20,HX 706,CRK,GA 9770,GIA,1,DPS,HKG,At gate 13:17
2026-08-31,arrival,passenger,13:20,UO 843,HKE,,,0,OKA,HKG,At gate 13:06
2026-08-31,arrival,passenger,13:25,CX 563,CPA,QF 8259 / QR 5851 / JL 7033,QFA / QTR / JAL,3,NGO,HKG,At gate 13:10
2026-08-31,arrival,passenger,13:25,CX 995,CPA,,,0,FOC,HKG,At gate 13:37
2026-08-31,arrival,passenger,13:30,HX 607,CRK,TK 9205,THY,1,NRT,HKG,At gate 13:40
2026-08-31,arrival,passenger,13:30,VN 592,HVN,,,0,HAN,HKG,At gate 13:32
2026-08-31,arrival,passenger,13:30,JL 029,JAL,AS 7333 / CX 6321,ASA / CPA,2,HND,HKG,At gate 14:04
2026-08-31,arrival,passenger,13:30,HB 703,HGB,,,0,TPE,HKG,At gate 13:25
2026-08-31,arrival,passenger,13:35,BI 635,RBA,HX 1635,CRK,1,BWN,HKG,At gate 13:21
2026-08-31,arrival,passenger,13:35,MU 203,CES,MF 9033,CXA,1,XIY,HKG,At gate 13:26
2026-08-31,arrival,passenger,13:40,CX 309,CPA,,,0,CSX,HKG,At gate 14:01
2026-08-31,arrival,passenger,13:45,CX 347,CPA,CA 6509,CCA,1,PEK,HKG,At gate 13:44
2026-08-31,arrival,passenger,13:45,UO 103,HKE,CX 5103,CPA,1,RMQ,HKG,At gate 13:29
2026-08-31,arrival,passenger,13:50,CX 543,CPA,QR 5841 / JL 7031 / FJ 5477,QTR / JAL / FJI,3,HND,HKG,At gate 14:19
2026-08-31,arrival,passenger,13:50,CX 937,CPA,CA 6536,CCA,1,WUH,HKG,At gate 14:52
2026-08-31,arrival,passenger,13:55,SQ 892,SIA,,,0,SIN,HKG,At gate 14:13
2026-08-31,arrival,passenger,13:55,CX 658,CPA,QR 5856 / AY 5134 / FJ 5459 / AA 8890 / OM 5618,QTR / FIN / FJI / AAL / MGL,5,SIN,HKG,At gate 14:07
2026-08-31,arrival,passenger,13:55,CX 841,CPA,LA 5640 / MH 9187,LAN / MAS,2,JFK,HKG,At gate 14:03
2026-08-31,arrival,passenger,14:00,CX 385,CPA,,,0,WNZ,HKG,At gate 13:54
2026-08-31,arrival,passenger,14:00,CX 973,CPA,,,0,XMN,HKG,At gate 13:39
2026-08-31,arrival,passenger,14:05,CX 461,CPA,,,0,TPE,HKG,At gate 13:34
2026-08-31,arrival,passenger,14:05,CX 959,CPA,CA 6523,CCA,1,HGH,HKG,At gate 14:19
2026-08-31,arrival,passenger,14:05,MU 507,CES,FM 3021,CSH,1,PVG,HKG,At gate 14:19
2026-08-31,arrival,passenger,14:10,CX 250,CPA,,,0,LHR,HKG,At gate 13:55
2026-08-31,arrival,passenger,14:10,CX 718,CPA,QR 3468 / AY 6552 / BA 4572 / AA 8904,QTR / FIN / BAW / AAL,4,CGK,HKG,At gate 14:04
2026-08-31,arrival,passenger,14:10,CX 780,CPA,QR 3480 / AY 6548 / AA 8957,QTR / FIN / AAL,3,SUB,HKG,At gate 14:01
2026-08-31,arrival,passenger,14:15,HX 253,CRK,BR 2897,EVA,1,TPE,HKG,At gate 14:28
2026-08-31,arrival,passenger,14:15,OD 605,MXD,,,0,KUL,HKG,At gate 16:12
2026-08-31,arrival,passenger,14:15,MH 072,MAS,CX 6000 / FY 7050 / UL 2772 / AY 6632 / WY 5583 / QR 5389,CPA / FFM / ALK / FIN / OMA / QTR,6,KUL,HKG,At gate 14:31
2026-08-31,arrival,passenger,14:20,CX 740,CPA,QR 3454 / AY 5140,QTR / FIN,2,HAN,HKG,At gate 14:43
2026-08-31,arrival,passenger,14:20,TG 628,THA,,,0,BKK,HKG,At gate 16:37
2026-08-31,arrival,passenger,14:20,UO 705,HKE,CX 5705,CPA,1,BKK,HKG,At gate 14:13
2026-08-31,arrival,passenger,14:25,BR 869,EVA,HX 1825,CRK,1,TPE,HKG,At gate 14:36
2026-08-31,arrival,passenger,14:25,UO 739,HKE,CX 5739,CPA,1,CNX,HKG,At gate 14:30
2026-08-31,arrival,passenger,14:30,CX 945,CPA,CA 6519,CCA,1,CKG,HKG,At gate 14:30
2026-08-31,arrival,passenger,14:35,HX 113,CRK,HU 8515,CHH,1,HGH,HKG,At gate 14:24
2026-08-31,arrival,passenger,14:45,HX 237,CRK,HU 8358,CHH,1,PVG,HKG,At gate 14:42
2026-08-31,arrival,passenger,14:50,UO 563,HKE,CX 5563,CPA,1,DAD,HKG,At gate 15:01
2026-08-31,arrival,passenger,14:50,UO 599,HKE,CX 5599,CPA,1,PQC,HKG,At gate 14:40
2026-08-31,arrival,passenger,14:55,ET 644,ETH,,,0,ADD,HKG,At gate 15:15
2026-08-31,arrival,passenger,14:55,CX 134,CPA,AY 5096 / OM 5606 / BA 4138,FIN / MGL / BAW,3,MEL,HKG,At gate 14:33
2026-08-31,arrival,passenger,14:55,CX 766,CPA,QR 3482 / AY 5104 / AC 9768 / JL 7928 / VN 3562 / BA 4558 / OM 5610,QTR / FIN / ACA / JAL / HVN / BAW / MGL,7,SGN,HKG,At gate 15:45
2026-08-31,arrival,passenger,15:00,HU 719,CHH,HX 1719,CRK,1,HAK,HKG,At gate 14:42
2026-08-31,arrival,passenger,15:00,CX 930,CPA,AY 5120 / BA 4579,FIN / BAW,2,MNL,HKG,At gate 15:04
2026-08-31,arrival,passenger,15:00,CX 948,CPA,AC 9766 / PR 3200 / AY 5118,ACA / PAL / FIN,3,CEB,HKG,At gate 14:48
2026-08-31,arrival,passenger,15:05,CX 750,CPA,PG 4559 / GF 4050 / QR 5850 / AY 5859 / OM 5638 / AA 8908,BKP / GFA / QTR / FIN / MGL / AAL,6,BKK,HKG,At gate 15:13
2026-08-31,arrival,passenger,15:10,CX 110,CPA,AY 5092 / OM 5623 / BA 4132,FIN / MGL / BAW,3,SYD,HKG,At gate 15:09
2026-08-31,arrival,passenger,15:10,QR 818,QTR,AH 4908 / JU 8319 / IB 6247 / BA 2355 / CX 9202 / LA 6038 / B6 6547,DAH / ASL / IBE / BAW / CPA / LAN / JBU,7,DOH,HKG,At gate 15:29
2026-08-31,arrival,passenger,15:15,CX 319,CPA,,,0,PVG,HKG,At gate 15:10
2026-08-31,arrival,passenger,15:15,CX 608,CPA,AY 5130,FIN,1,KTI,HKG,At gate 15:19
2026-08-31,arrival,passenger,15:20,CX 495,CPA,,,0,TPE,HKG,At gate 14:54
2026-08-31,arrival,passenger,15:20,UO 173,HKE,CX 5173,CPA,1,RMQ,HKG,At gate 15:20
2026-08-31,arrival,passenger,15:20,LH 796,DLH,CX 6798 / NZ 4212,CPA / ANZ,2,FRA,HKG,At gate 14:58
2026-08-31,arrival,passenger,15:25,UQ 2637,CUH,,,0,URC,HKG,Cancelled
2026-08-31,arrival,passenger,15:25,CX 423,CPA,,,0,KHH,HKG,At gate 15:10
2026-08-31,arrival,passenger,15:25,EK 382,UAE,AZ 5630,AZA,1,DXB,HKG,At gate 19:12
2026-08-31,arrival,passenger,15:25,BA 031,BAW,IB 3524,IBE,1,LHR,HKG,At gate 14:47
2026-08-31,arrival,passenger,15:35,UO 111,HKE,CX 5111,CPA,1,TPE,HKG,At gate 15:30
2026-08-31,arrival,passenger,15:35,UO 601,HKE,CX 5601,CPA,1,FUK,HKG,At gate 15:10
2026-08-31,arrival,passenger,15:35,UO 619,HKE,CX 5619,CPA,1,ICN,HKG,At gate 15:55
2026-08-31,arrival,passenger,15:40,CZ 603,CSN,MF 9213,CXA,1,URC,HKG,At gate 16:04
2026-08-31,arrival,passenger,15:45,9G 502,SPQ,,,0,PQC,HKG,At gate 15:42
2026-08-31,arrival,passenger,15:45,HX 170,CRK,HU 8275,CHH,1,SYX,HKG,At gate 16:55
2026-08-31,arrival,passenger,15:45,CX 256,CPA,,,0,LHR,HKG,At gate 15:24
2026-08-31,arrival,passenger,15:50,HX 679,CRK,EY 6823,ETD,1,OKA,HKG,At gate 15:39
2026-08-31,arrival,passenger,15:55,CA 427,CCA,CX 6127 / ZH 4983,CPA / CSZ,2,CTU,HKG,At gate 16:04
2026-08-31,arrival,passenger,15:55,HB 309,HGB,,,0,FUK,HKG,At gate 15:36
2026-08-31,arrival,passenger,16:00,CX 335,CPA,CA 6503,CCA,1,PEK,HKG,At gate 15:51
2026-08-31,arrival,passenger,16:00,UO 725,HKE,CX 5725,CPA,1,HKT,HKG,At gate 15:50
2026-08-31,arrival,passenger,16:05,CX 349,CPA,,,0,SHA,HKG,At gate 15:51
2026-08-31,arrival,passenger,16:05,CX 997,CPA,CA 6557,CCA,1,URC,HKG,At gate 15:40
2026-08-31,arrival,passenger,16:05,MU 509,CES,FM 3023,CSH,1,PVG,HKG,At gate 15:45
2026-08-31,arrival,passenger,16:05,MU 733,CES,MF 9037,CXA,1,KMG,HKG,At gate 16:03
2026-08-31,arrival,passenger,16:15,CX 367,CPA,,,0,PVG,HKG,At gate 16:07
2026-08-31,arrival,passenger,16:15,CX 774,CPA,OM 5647 / AA 8916 / PG 4569 / GF 4078 / QR 3476 / AC 9765,MGL / AAL / BKP / GFA / QTR / ACA,6,BKK,HKG,At gate 16:47
2026-08-31,arrival,passenger,16:20,CA 109,CCA,CX 6109,CPA,1,PEK,HKG,At gate 16:14
2026-08-31,arrival,passenger,16:20,PG 807,BKP,CX 6502 / HX 3751 / AY 6295 / EY 7760 / KL 3715 / TG 7002 / QR 4418 / AF 4379,CPA / CRK / FIN / ETD / KLM / THA / QTR / AFR,8,USM,HKG,At gate 16:19
2026-08-31,arrival,passenger,16:20,CX 184,CPA,AY 5132 / OM 5662 / LH 7018 / BA 4554,FIN / MGL / DLH / BAW,4,PER,HKG,At gate 16:27
2026-08-31,arrival,passenger,16:20,KE 2005,KAL,DL 7909 / VS 5547,DAL / VIR,2,ICN,HKG,At gate 16:28
2026-08-31,arrival,passenger,16:25,GJ 8053,CDC,,,0,HGH,HKG,At gate 15:47
2026-08-31,arrival,passenger,16:30,CX 439,CPA,QR 5829,QTR,1,ICN,HKG,At gate 16:49
2026-08-31,arrival,passenger,16:30,SC 4631,CDG,CA 8861,CCA,1,TAO,HKG,At gate 16:16
2026-08-31,arrival,passenger,16:35,CI 915,CAL,,,0,TPE,HKG,At gate 16:48
2026-08-31,arrival,passenger,16:35,UO 133,HKE,CX 5133,CPA,1,KHH,HKG,At gate 16:47
2026-08-31,arrival,passenger,16:35,LX 138,SWR,CX 6630,CPA,1,ZRH,HKG,At gate 16:28
2026-08-31,arrival,passenger,16:40,CX 754,CPA,PG 4561 / GF 4054 / QR 5814 / AY 5138 / OM 5646 / AA 8950,BKP / GFA / QTR / FIN / MGL / AAL,6,BKK,HKG,At gate 16:51
2026-08-31,arrival,passenger,16:45,CX 513,CPA,,,0,FUK,HKG,At gate 16:31
2026-08-31,arrival,passenger,16:50,CX 770,CPA,QR 5837 / AY 6555,QTR / FIN,2,HKT,HKG,At gate 16:22
2026-08-31,arrival,passenger,16:50,CX 987,CPA,CA 6521,CCA,1,CTU,HKG,At gate 16:31
2026-08-31,arrival,passenger,16:50,UO 851,HKE,CX 5851,CPA,1,KIX,HKG,At gate 16:35
2026-08-31,arrival,passenger,16:55,CX 955,CPA,,,0,NGB,HKG,At gate 17:00
2026-08-31,arrival,passenger,16:55,UO 675,HKE,CX 5675,CPA,1,PUS,HKG,At gate 16:36
2026-08-31,arrival,passenger,17:00,PR 306,PAL,,,0,MNL,HKG,At gate 16:59
2026-08-31,arrival,passenger,17:00,CX 652,CPA,QR 5800 / AY 5098 / OM 5620 / FJ 5461,QTR / FIN / MGL / FJI,4,SIN,HKG,At gate 17:20
2026-08-31,arrival,passenger,17:00,UO 717,HKE,,,0,SZB,HKG,At gate 17:05
2026-08-31,arrival,passenger,17:05,SQ 894,SIA,,,0,SIN,HKG,At gate 17:12
2026-08-31,arrival,passenger,17:05,CX 357,CPA,,,0,NKG,HKG,At gate 16:40
2026-08-31,arrival,passenger,17:10,MU 2067,CES,,,0,HFE,HKG,At gate 17:14
2026-08-31,arrival,passenger,17:10,CA 763,CCA,,,0,PKX,HKG,At gate 17:10
2026-08-31,arrival,passenger,17:10,CX 634,CPA,MH 9757 / QR 5834 / AY 6554,MAS / QTR / FIN,3,PEN,HKG,At gate 16:59
2026-08-31,arrival,passenger,17:10,UO 113,HKE,,,0,TPE,HKG,At gate 17:30
2026-08-31,arrival,passenger,17:15,TK 070,THY,HX 3670 / NZ 4850,CRK / ANZ,2,IST,HKG,At gate 16:46
2026-08-31,arrival,passenger,17:15,HB 341,HGB,,,0,KIX,HKG,At gate 17:08
2026-08-31,arrival,passenger,17:20,CA 727,CCA,CX 6143,CPA,1,HGH,HKG,At gate 17:21
2026-08-31,arrival,passenger,17:20,UO 823,HKE,CX 5823,CPA,1,HIJ,HKG,At gate 17:26
2026-08-31,arrival,passenger,17:25,CX 377,CPA,,,0,PVG,HKG,At gate 17:08
2026-08-31,arrival,passenger,17:25,CX 391,CPA,CA 6511,CCA,1,PEK,HKG,At gate 17:35
2026-08-31,arrival,passenger,17:25,CX 722,CPA,AC 9795 / MH 9196 / QR 5806 / AY 5126,ACA / MAS / QTR / FIN,4,KUL,HKG,At gate 17:18
2026-08-31,arrival,passenger,17:25,VN 594,HVN,,,0,SGN,HKG,At gate 18:02
2026-08-31,arrival,passenger,17:25,3U 3959,CSC,CZ 1500,CSN,1,CTU,HKG,At gate 17:53
2026-08-31,arrival,passenger,17:25,HB 337,HGB,,,0,OKA,HKG,At gate 17:45
2026-08-31,arrival,passenger,17:30,OM 2971,MGL,CX 6203 / TK 8644,CPA / THY,2,UBN,HKG,At gate 17:49
2026-08-31,arrival,passenger,17:35,CX 758,CPA,QR 3484 / AY 5860 / AA 8897 / OM 5674 / FJ 5479,QTR / FIN / AAL / MGL / FJI,5,SIN,HKG,At gate 17:39
2026-08-31,arrival,passenger,17:35,UO 687,HKE,CX 5687,CPA,1,KIX,HKG,At gate 17:24
2026-08-31,arrival,passenger,17:40,AY 099,FIN,,,0,HEL,HKG,Cancelled
2026-08-31,arrival,passenger,17:40,AF 188,AFR,KL 2156 / QF 4224,KLM / QFA,2,CDG,HKG,At gate 17:16
2026-08-31,arrival,passenger,17:40,HX 629,CRK,OZ 9293,AAR,1,ICN,HKG,At gate 17:41
2026-08-31,arrival,passenger,17:40,FM 809,CSH,MU 8629,CES,1,SHA,HKG,At gate 17:32
2026-08-31,arrival,passenger,17:45,NZ 081,ANZ,CX 7402 / LH 7153 / TG 4862 / TK 8721,CPA / DLH / THA / THY,4,AKL,HKG,At gate 17:27
2026-08-31,arrival,passenger,17:45,CX 162,CPA,AY 5094 / BA 4136 / OM 5672,FIN / BAW / MGL,3,SYD,HKG,At gate 18:08
2026-08-31,arrival,passenger,17:45,TG 638,THA,,,0,BKK,HKG,At gate 18:09
2026-08-31,arrival,passenger,17:50,HX 615,CRK,TK 8867 / EY 6813,THY / ETD,2,KIX,HKG,At gate 17:29
2026-08-31,arrival,passenger,17:55,QF 029,QFA,AF 9679 / AY 5022 / BA 7473 / KL 4899 / LA 5928,AFR / FIN / BAW / KLM / LAN,5,MEL,HKG,At gate 17:40
2026-08-31,arrival,passenger,17:55,QF 127,QFA,AY 5006 / BA 7497 / KL 4897 / LA 4899 / AF 9678,FIN / BAW / KLM / LAN / AFR,5,SYD,HKG,At gate 18:42
2026-08-31,arrival,passenger,18:00,CX 254,CPA,,,0,LHR,HKG,At gate 17:39
2026-08-31,arrival,passenger,18:00,HX 659,CRK,EY 6826,ETD,1,OKA,HKG,At gate 17:52
2026-08-31,arrival,passenger,18:00,CX 411,CPA,QR 3499 / QF 8224 / AA 8894,QTR / QFA / AAL,3,ICN,HKG,At gate 18:04
2026-08-31,arrival,passenger,18:00,5J 112,CEB,,,0,MNL,HKG,At gate 18:16
2026-08-31,arrival,passenger,18:10,HX 255,CRK,BR 2899,EVA,1,TPE,HKG,At gate 17:37
2026-08-31,arrival,passenger,18:10,CX 443,CPA,,,0,TPE,HKG,At gate 17:56
2026-08-31,arrival,passenger,18:15,CX 951,CPA,,,0,TAO,HKG,At gate 19:53
2026-08-31,arrival,passenger,18:15,UO 631,HKE,,,0,ICN,HKG,At gate 18:22
2026-08-31,arrival,passenger,18:15,EK 384,UAE,,,0,DXB → BKK,HKG,At gate 23:14
2026-08-31,arrival,passenger,18:20,CX 313,CPA,,,0,HAK,HKG,At gate 17:57
2026-08-31,arrival,passenger,18:25,BR 849,EVA,HX 1849,CRK,1,KHH,HKG,At gate 18:08
2026-08-31,arrival,passenger,18:25,HX 399,CRK,HU 8083,CHH,1,PKX,HKG,At gate 18:00
2026-08-31,arrival,passenger,18:25,UO 643,HKE,CX 5643,CPA,1,TAK,HKG,At gate 18:30
2026-08-31,arrival,passenger,18:30,BR 871,EVA,HX 1831,CRK,1,TPE,HKG,At gate 18:43
2026-08-31,arrival,passenger,18:30,CX 421,CPA,,,0,TPE,HKG,At gate 18:04
2026-08-31,arrival,passenger,18:30,UA 152,UAL,,,0,LAX,HKG,At gate 17:56
2026-08-31,arrival,passenger,18:35,CX 961,CPA,CA 6525,CCA,1,HGH,HKG,At gate 18:29
2026-08-31,arrival,passenger,18:45,HX 641,CRK,EY 6806,ETD,1,FUK,HKG,At gate 18:18
2026-08-31,arrival,passenger,18:50,VJ 876,VJC,,,0,SGN,HKG,At gate 18:56
2026-08-31,arrival,passenger,18:50,CX 527,CPA,QR 5803 / JL 7025,QTR / JAL,2,NRT,HKG,At gate 18:25
2026-08-31,arrival,passenger,18:55,CX 879,CPA,MH 9199 / OM 5879 / AA 8932,MAS / MGL / AAL,3,SFO,HKG,At gate 18:51
2026-08-31,arrival,passenger,18:55,CX 885,CPA,MH 9201 / LA 5636 / OM 5885 / AA 8938,MAS / LAN / MGL / AAL,4,LAX,HKG,At gate 18:44
2026-08-31,arrival,passenger,18:55,JX 235,SJX,,,0,TPE,HKG,At gate 18:35
2026-08-31,arrival,passenger,18:55,UA 869,UAL,,,0,SFO,HKG,At gate 18:28
2026-08-31,arrival,passenger,19:00,CA 115,CCA,CX 6115,CPA,1,PEK,HKG,At gate 19:03
2026-08-31,arrival,passenger,19:00,UO 669,HKE,,,0,FUK,HKG,At gate 18:45
2026-08-31,arrival,passenger,19:05,CI 919,CAL,,,0,TPE,HKG,At gate 18:45
2026-08-31,arrival,passenger,19:05,CX 654,CPA,PG 4563 / GF 4068 / QR 5827 / AY 5114 / OM 5634,BKP / GFA / QTR / FIN / MGL,5,BKK,HKG,At gate 21:27
2026-08-31,arrival,passenger,19:05,CX 831,CPA,MH 9203 / LA 5637 / OM 5831,MAS / LAN / MGL,3,JFK,HKG,At gate 18:59
2026-08-31,arrival,passenger,19:05,CX 947,CPA,CA 6547,CCA,1,XIY,HKG,At gate 18:41
2026-08-31,arrival,passenger,19:05,UO 213,HKE,CX 5213,CPA,1,YIW,HKG,At gate 19:04
2026-08-31,arrival,passenger,19:05,MU 505,CES,FM 3019,CSH,1,PVG,HKG,At gate 18:56
2026-08-31,arrival,passenger,19:10,HX 018,CRK,TK 9227,THY,1,SYD,HKG,At gate 19:25
2026-08-31,arrival,passenger,19:10,CX 805,CPA,,,0,YYZ,HKG,At gate 19:17
