date,direction,service_type,time,primary_flight_number,primary_airline,codeshare_flight_numbers,codeshare_airlines,codeshare_count,origin,destination,status
2026-08-31,departure,passenger,08:40,CX 548,CPA,QR 5820 / JL 7030,QTR / JAL,2,HKG,HND,Dep 08:43
2026-08-31,departure,passenger,08:40,CX 759,CPA,GF 4079 / QR 3493 / OM 5663,GFA / QTR / MGL,3,HKG,SIN,Dep 08:43
2026-08-31,departure,passenger,08:45,HX 628,CRK,OZ 9294,AAR,1,HKG,ICN,Dep 08:36
2026-08-31,departure,passenger,08:45,HX 690,CRK,EY 6800,ETD,1,HKG,CTS,Dep 08:37
2026-08-31,departure,passenger,08:45,CX 741,CPA,AC 9771 / QR 5813 / AY 5139,ACA / QTR / FIN,3,HKG,HAN,Dep 08:49
2026-08-31,departure,passenger,08:45,UO 686,HKE,,,0,HKG,KIX,Dep 08:43
2026-08-31,departure,passenger,08:45,MH 079,MAS,UL 2779 / AY 6627 / QR 4987 / CX 6011 / FY 7053,ALK / FIN / QTR / CPA / FFM,5,HKG,KUL,Dep 08:41
2026-08-31,departure,passenger,08:50,HB 702,HGB,,,0,HKG,TPE,Dep 08:51
2026-08-31,departure,passenger,08:55,TK 171,THY,NZ 4853 / HX 3681,ANZ / CRK,2,HKG,IST,Dep 09:01
2026-08-31,departure,passenger,09:00,CX 390,CPA,CA 6510,CCA,1,HKG,PEK,Dep 09:04
2026-08-31,departure,passenger,09:00,CX 466,CPA,,,0,HKG,TPE,Dep 08:54
2026-08-31,departure,passenger,09:00,CX 717,CPA,PG 4552 / QR 3453 / OM 5665 / AA 8891 / AY 5849,BKP / QTR / MGL / AAL / FIN,5,HKG,BKK,Dep 09:07
2026-08-31,departure,passenger,09:00,CX 901,CPA,,,0,HKG,MNL,Dep 09:02
2026-08-31,departure,passenger,09:05,HB 880,HGB,,,0,HKG,CTS,Dep 08:54
2026-08-31,departure,passenger,09:05,SQ 899,SIA,,,0,HKG,SIN,Dep 09:10
2026-08-31,departure,passenger,09:05,HX 676,CRK,EY 6822,ETD,1,HKG,OKA,Dep 08:56
2026-08-31,departure,passenger,09:05,CX 504,CPA,QR 5846 / JL 7042 / AA 8880 / FJ 5480,QTR / JAL / AAL / FJI,4,HKG,NRT,Dep 09:06
2026-08-31,departure,passenger,09:05,CX 830,CPA,LA 5639 / OM 5830 / MH 9209,LAN / MGL / MAS,3,HKG,JFK,Dep 09:20
2026-08-31,departure,passenger,09:05,UO 822,HKE,CX 5822,CPA,1,HKG,HIJ,Dep 09:00
2026-08-31,departure,passenger,09:10,CX 139,CPA,OM 5681 / BA 4135 / AY 5105,MGL / BAW / FIN,3,HKG,SYD,Dep 09:13
2026-08-31,departure,passenger,09:10,HX 608,CRK,TK 9206,THY,1,HKG,NRT,Dep 09:08
2026-08-31,departure,passenger,09:10,CX 777,CPA,QR 3483 / AY 6550 / BA 4141 / AA 8913,QTR / FIN / BAW / AAL,4,HKG,CGK,Dep 09:31
2026-08-31,departure,passenger,09:10,UO 674,HKE,CX 5674,CPA,1,HKG,PUS,Dep 09:11
2026-08-31,departure,passenger,09:15,HX 252,CRK,BR 2898,EVA,1,HKG,TPE,Dep 09:36
2026-08-31,departure,passenger,09:15,CX 330,CPA,,,0,HKG,CSX,Dep 09:17
2026-08-31,departure,passenger,09:15,CX 580,CPA,QF 8215 / QR 5804 / JL 7062,QFA / QTR / JAL,3,HKG,CTS,Dep 09:21
2026-08-31,departure,passenger,09:15,UO 848,HKE,,,0,HKG,NRT,Dep 09:08
2026-08-31,departure,passenger,09:20,CX 368,CPA,,,0,HKG,PVG,Dep 09:21
2026-08-31,departure,passenger,09:20,HB 320,HGB,,,0,HKG,NRT,Dep 09:31
2026-08-31,departure,passenger,09:25,DL 088,DAL,,,0,HKG,LAX,Dep 09:24
2026-08-31,departure,passenger,09:25,CX 410,CPA,QF 8223 / AA 8887,QFA / AAL,2,HKG,ICN,Dep 09:30
2026-08-31,departure,passenger,09:25,CX 755,CPA,PG 4554 / QR 3456 / OM 5657 / AA 8940,BKP / QTR / MGL / AAL,4,HKG,BKK,Dep 09:23
2026-08-31,departure,passenger,09:25,5J 273,CEB,,,0,HKG,MNL,Dep 09:31
2026-08-31,departure,passenger,09:30,NH 812,ANA,AC 6287 / NZ 4148 / UA 7988,ACA / ANZ / UAL,3,HKG,NRT,Dep 09:34
2026-08-31,departure,passenger,09:30,CX 970,CPA,,,0,HKG,XMN,Dep 09:35
2026-08-31,departure,passenger,09:30,UO 102,HKE,CX 5102,CPA,1,HKG,RMQ,Dep 09:28
2026-08-31,departure,passenger,09:35,CX 342,CPA,,,0,HKG,SHA,Dep 09:42
2026-08-31,departure,passenger,09:40,GA 863,GIA,HX 1963,CRK,1,HKG,CGK,Dep 09:55
2026-08-31,departure,passenger,09:45,UO 630,HKE,,,0,HKG,ICN,Dep 09:41
2026-08-31,departure,passenger,09:45,MU 724,CES,FM 3028,CSH,1,HKG,PVG,Dep 09:56
2026-08-31,departure,passenger,09:55,CX 450,CPA,JL 7044,JAL,1,HKG,TPE → NRT,Dep 09:52
2026-08-31,departure,passenger,10:00,HX 398,CRK,HU 8084,CHH,1,HKG,PKX,Dep 09:51
2026-08-31,departure,passenger,10:00,CX 582,CPA,QF 8217 / QR 3466 / JL 7066,QFA / QTR / JAL,3,HKG,CTS,Dep 09:51
2026-08-31,departure,passenger,10:00,CX 785,CPA,QR 3485 / AY 6547 / BA 4560,QTR / FIN / BAW,3,HKG,DPS,Dep 10:07
2026-08-31,departure,passenger,10:00,CX 986,CPA,CA 6522,CCA,1,HKG,CTU,Dep 10:28
2026-08-31,departure,passenger,10:00,5J 149,CEB,,,0,HKG,CRK,Dep 09:54
2026-08-31,departure,passenger,10:00,UO 642,HKE,CX 5642,CPA,1,HKG,TAK,Dep 09:57
2026-08-31,departure,passenger,10:10,BR 892,EVA,HX 1820,CRK,1,HKG,TPE,Dep 10:17
2026-08-31,departure,passenger,10:10,CX 494,CPA,,,0,HKG,TPE,Dep 10:06
2026-08-31,departure,passenger,10:10,CX 536,CPA,QF 8213 / QR 8371 / JL 7036,QFA / QTR / JAL,3,HKG,NGO,Dep 10:25
2026-08-31,departure,passenger,10:10,AE 984,MDA,CI 9502,CAL,1,HKG,KHH,Dep 10:19
2026-08-31,departure,passenger,10:10,UO 566,HKE,CX 5566,CPA,1,HKG,DAD,Dep 10:09
2026-08-31,departure,passenger,10:15,CI 602,CAL,,,0,HKG,TPE,Dep 10:15
2026-08-31,departure,passenger,10:15,CX 954,CPA,,,0,HKG,TAO,Dep 12:28
2026-08-31,departure,passenger,10:20,HX 640,CRK,EY 6807,ETD,1,HKG,FUK,Dep 10:08
2026-08-31,departure,passenger,10:25,CX 356,CPA,,,0,HKG,NKG,Dep 10:25
2026-08-31,departure,passenger,10:25,CX 376,CPA,,,0,HKG,PVG,Dep 10:26
2026-08-31,departure,passenger,10:25,CX 506,CPA,QR 5822 / JL 7052,QTR / JAL,2,HKG,KIX,Dep 11:19
2026-08-31,departure,passenger,10:30,CA 108,CCA,CX 6108,CPA,1,HKG,PEK,Dep 10:29
2026-08-31,departure,passenger,10:30,JL 736,JAL,AA 8418 / AS 7330 / CX 6322 / MH 9120 / TN 1901 / WS 5911,AAL / ASA / CPA / MAS / THT / WJA,6,HKG,NRT,Dep 10:26
2026-08-31,departure,passenger,10:35,UO 870,HKE,,,0,HKG,NRT,Dep 10:31
2026-08-31,departure,passenger,10:40,CX 520,CPA,AA 8882 / QR 5828 / JL 7046 / FJ 5482,AAL / QTR / JAL / FJI,4,HKG,NRT,Dep 10:39
2026-08-31,departure,passenger,10:50,UO 690,HKE,CX 5690,CPA,1,HKG,NGO,Dep 10:41
2026-08-31,departure,passenger,10:55,HX 169,CRK,HU 8271,CHH,1,HKG,SYX,Dep 12:15
2026-08-31,departure,passenger,10:55,HX 618,CRK,TK 8876 / EY 6811,THY / ETD,2,HKG,KIX,Dep 10:47
2026-08-31,departure,passenger,10:55,UO 110,HKE,CX 5110,CPA,1,HKG,TPE,Dep 11:15
2026-08-31,departure,passenger,10:55,UO 668,HKE,,,0,HKG,FUK,Dep 10:50
2026-08-31,departure,passenger,10:55,HB 336,HGB,,,0,HKG,OKA,Dep 11:14
2026-08-31,departure,passenger,11:00,CX 588,CPA,QR 3496 / JL 7058,QTR / JAL,2,HKG,FUK,Dep 10:59
2026-08-31,departure,passenger,11:00,CX 828,CPA,,,0,HKG,YYZ,Dep 11:12
2026-08-31,departure,passenger,11:00,CX 956,CPA,,,0,HKG,NGB,Dep 11:07
2026-08-31,departure,passenger,11:05,BR 852,EVA,HX 1822,CRK,1,HKG,TPE,Dep 11:35
2026-08-31,departure,passenger,11:05,CI 904,CAL,,,0,HKG,TPE,Dep 10:59
2026-08-31,departure,passenger,11:05,CX 424,CPA,,,0,HKG,KHH,Dep 11:04
2026-08-31,departure,passenger,11:05,CX 814,CPA,,,0,HKG,YVR,Dep 11:23
2026-08-31,departure,passenger,11:05,UO 172,HKE,CX 5172,CPA,1,HKG,RMQ,Dep 11:02
2026-08-31,departure,passenger,11:10,CX 946,CPA,CA 6546,CCA,1,HKG,XIY,Dep 11:37
2026-08-31,departure,passenger,11:15,CX 739,CPA,AA 8942 / OM 5679 / GF 4073 / QR 3492,AAL / MGL / GFA / QTR,4,HKG,SIN,Dep 11:15
2026-08-31,departure,passenger,11:20,CX 163,CPA,BA 4577 / AY 5845 / OM 5673,BAW / FIN / MGL,3,HKG,MEL,Dep 11:25
2026-08-31,departure,passenger,11:20,HX 658,CRK,EY 6816,ETD,1,HKG,OKA,Dep 11:13
2026-08-31,departure,passenger,11:20,UO 898,HKE,CX 5898,CPA,1,HKG,KIX,Dep 11:38
2026-08-31,departure,passenger,11:20,JX 234,SJX,,,0,HKG,TPE,Dep 11:40
2026-08-31,departure,passenger,11:25,MU 9624,CES,MF 9036,CXA,1,HKG,KMG,Dep 11:35
2026-08-31,departure,passenger,11:30,PR 301,PAL,,,0,HKG,MNL,Dep 11:19
2026-08-31,departure,passenger,11:35,MU 766,CES,FM 3034,CSH,1,HKG,NKG,Dep 11:38
2026-08-31,departure,passenger,11:45,UA 862,UAL,,,0,HKG,SFO,Dep 11:48
2026-08-31,departure,passenger,11:50,CX 791,CPA,GF 4087 / AY 5097 / AA 8924 / OM 5691,GFA / FIN / AAL / MGL,4,HKG,SIN,Dep 11:52
2026-08-31,departure,passenger,11:55,AK 139,AXM,,,0,HKG,KUL,Dep 11:56
2026-08-31,departure,passenger,11:55,CX 157,CPA,OM 5631 / JL 7907 / AY 5107 / BA 4147,MGL / JAL / FIN / BAW,4,HKG,BNE,Dep 12:01
2026-08-31,departure,passenger,11:55,UO 746,HKE,CX 5746,CPA,1,HKG,PEN,Dep 12:32
2026-08-31,departure,passenger,11:55,HB 322,HGB,,,0,HKG,NRT,Dep 11:55
2026-08-31,departure,passenger,12:00,CX 332,CPA,CA 6502,CCA,1,HKG,PEK,Dep 12:59
2026-08-31,departure,passenger,12:00,CX 653,CPA,PG 4556 / GF 4057 / QR 5853 / OM 5643 / AA 8941,BKP / GFA / QTR / MGL / AAL,5,HKG,BKK,Dep 11:54
2026-08-31,departure,passenger,12:05,BR 846,EVA,HX 1846,CRK,1,HKG,KHH,Dep 12:01
2026-08-31,departure,passenger,12:05,MU 722,CES,FM 3014,CSH,1,HKG,SHA,Dep 12:05
2026-08-31,departure,passenger,12:10,CX 806,CPA,OM 5806,MGL,1,HKG,ORD,Dep 12:13
2026-08-31,departure,passenger,12:15,CX 960,CPA,CA 6526,CCA,1,HKG,HGH,Dep 12:19
2026-08-31,departure,passenger,12:20,MU 6098,CES,,,0,HKG,LHW,Dep 12:07
2026-08-31,departure,passenger,12:20,HX 463,CRK,,,0,HKG,HLD,Dep 12:07
2026-08-31,departure,passenger,12:20,KE 2002,KAL,DL 7772 / WS 6034 / AC 6297,DAL / WJA / ACA,3,HKG,ICN,Dep 12:41
2026-08-31,departure,passenger,12:25,SU 213,AFL,,,0,HKG,SVO,Dep 12:32
2026-08-31,departure,passenger,12:30,ZH 9096,CSZ,CA 3362 / CX 6250,CCA / CPA,2,HKG,WUX,Dep 12:33
2026-08-31,departure,passenger,12:35,MU 6086,CES,,,0,HKG,TYN,Dep 12:27
2026-08-31,departure,passenger,12:35,SQ 875,SIA,,,0,HKG,SIN,Dep 13:45
2026-08-31,departure,passenger,12:35,CX 783,CPA,AA 8921,AAL,1,HKG,DPS,Dep 12:34
2026-08-31,departure,passenger,12:35,UO 112,HKE,,,0,HKG,TPE,Dep 12:40
2026-08-31,departure,passenger,12:35,UO 638,HKE,CX 5638,CPA,1,HKG,FUK,Dep 12:34
2026-08-31,departure,passenger,12:40,CX 725,CPA,MH 9195,MAS,1,HKG,KUL,Dep 12:46
2026-08-31,departure,passenger,12:40,UA 153,UAL,,,0,HKG,LAX,Dep 12:38
2026-08-31,departure,passenger,12:45,HX 775,CRK,TK 9221,THY,1,HKG,BKK,Dep 14:11
2026-08-31,departure,passenger,12:45,CX 884,CPA,LA 5635 / AA 8937 / OM 5884,LAN / AAL / MGL,3,HKG,LAX,Dep 12:50
2026-08-31,departure,passenger,12:45,CX 952,CPA,,,0,HKG,CGO,Dep 12:46
2026-08-31,departure,passenger,12:45,UO 136,HKE,CX 5136,CPA,1,HKG,KHH,Dep 12:42
2026-08-31,departure,passenger,12:50,CA 104,CCA,CX 6104,CPA,1,HKG,TSN,Dep 12:53
2026-08-31,departure,passenger,12:50,MU 5018,CES,FM 3012,CSH,1,HKG,SHA,Dep 13:05
2026-08-31,departure,passenger,12:50,MU 502,CES,FM 3016,CSH,1,HKG,PVG,Dep 12:50
2026-08-31,departure,passenger,12:55,HX 254,CRK,BR 2900,EVA,1,HKG,TPE,Dep 13:04
2026-08-31,departure,passenger,12:55,TG 601,THA,GF 6301,GFA,1,HKG,BKK,Dep 12:56
2026-08-31,departure,passenger,13:00,OZ 722,AAR,HX 1552,CRK,1,HKG,ICN,Dep 13:30
2026-08-31,departure,passenger,13:00,HX 246,CRK,HU 8359,CHH,1,HKG,PVG,Dep 13:25
2026-08-31,departure,passenger,13:00,UO 646,HKE,CX 5646,CPA,1,HKG,NRT,Dep 13:01
2026-08-31,departure,passenger,13:10,CX 400,CPA,,,0,HKG,TPE,Dep 13:25
2026-08-31,departure,passenger,13:15,AK 236,AXM,,,0,HKG,BKI,Dep 13:16
2026-08-31,departure,passenger,13:15,TW 644,TWB,,,0,HKG,ICN,Dep 13:09
2026-08-31,departure,passenger,13:20,CX 598,CPA,JL 7938,JAL,1,HKG,KIX,Dep 13:08
2026-08-31,departure,passenger,13:20,CX 775,CPA,PG 4568 / GF 4085 / QR 3474 / OM 5667 / AA 8900,BKP / GFA / QTR / MGL / AAL,5,HKG,BKK,Dep 13:11
2026-08-31,departure,passenger,13:25,CX 253,CPA,,,0,HKG,LHR,Dep 15:50
2026-08-31,departure,passenger,13:25,CX 852,CPA,AA 8953,AAL,1,HKG,SEA,Dep 13:28
2026-08-31,departure,passenger,13:25,CX 870,CPA,AA 8929 / MH 9180 / OM 5870,AAL / MAS / MGL,3,HKG,SFO,Dep 13:35
2026-08-31,departure,passenger,13:30,CA 102,CCA,CX 6102,CPA,1,HKG,PEK,Dep 13:25
2026-08-31,departure,passenger,13:30,BR 868,EVA,HX 1824,CRK,1,HKG,TPE,Dep 13:55
2026-08-31,departure,passenger,13:30,YP 802,APZ,,,0,HKG,ICN,Dep 13:54
2026-08-31,departure,passenger,13:30,UO 700,HKE,,,0,HKG,BKK,Dep 13:45
2026-08-31,departure,passenger,13:35,MU 5016,CES,,,0,HKG,PKX,Dep 13:22
2026-08-31,departure,passenger,13:35,CX 420,CPA,,,0,HKG,TPE,Dep 13:45
2026-08-31,departure,passenger,13:40,PR 319,PAL,,,0,HKG,MNL,Dep 14:08
2026-08-31,departure,passenger,13:40,CX 360,CPA,,,0,HKG,PVG,Dep 13:40
2026-08-31,departure,passenger,13:40,SC 1152,CDG,CA 8872,CCA,1,HKG,TNA,Dep 13:28
2026-08-31,departure,passenger,13:40,CZ 356,CSN,3U 7002 / MF 9208,CSC / CXA,2,HKG,PKX,Dep 13:38
2026-08-31,departure,passenger,13:50,HB 510,HGB,,,0,HKG,MLE,Dep 13:52
2026-08-31,departure,passenger,13:55,CX 392,CPA,CA 6512,CCA,1,HKG,PEK,Dep 14:04
2026-08-31,departure,passenger,13:55,FM 812,CSH,MU 8596,CES,1,HKG,PVG,Dep 14:01
2026-08-31,departure,passenger,14:00,5J 143,CEB,,,0,HKG,MNL,Dep 14:24
2026-08-31,departure,passenger,14:00,UO 212,HKE,CX 5212,CPA,1,HKG,YIW,Dep 14:02
2026-08-31,departure,passenger,14:05,CI 910,CAL,,,0,HKG,TPE,Dep 14:40
2026-08-31,departure,passenger,14:05,CX 919,CPA,,,0,HKG,MNL,Dep 15:30
2026-08-31,departure,passenger,14:10,CX 310,CPA,,,0,HKG,HAK,Dep 14:05
2026-08-31,departure,passenger,14:15,UO 650,HKE,,,0,HKG,NRT,Dep 14:09
2026-08-31,departure,passenger,14:20,HX 612,CRK,TK 9200 / EY 6808,THY / ETD,2,HKG,KIX,Dep 14:13
2026-08-31,departure,passenger,14:20,HX 630,CRK,TK 8868,THY,1,HKG,NRT,Dep 14:25
2026-08-31,departure,passenger,14:25,SQ 883,SIA,,,0,HKG,SIN,Dep 14:37
2026-08-31,departure,passenger,14:25,CX 418,CPA,QR 8370,QTR,1,HKG,ICN,Dep 14:53
2026-08-31,departure,passenger,14:25,UO 844,HKE,CX 5844,CPA,1,HKG,OKA,Dep 14:24
2026-08-31,departure,passenger,14:30,HX 548,CRK,EY 6805,ETD,1,HKG,DAD,Dep 14:32
2026-08-31,departure,passenger,14:30,CX 629,CPA,QR 3479 / AY 6549 / AA 8920,QTR / FIN / AAL,3,HKG,SUB,Dep 15:01
2026-08-31,departure,passenger,14:30,CX 751,CPA,PG 4558 / GF 4061 / QR 3472 / OM 5637,BKP / GFA / QTR / MGL,4,HKG,BKK,Dep 14:31
2026-08-31,departure,passenger,14:30,VN 593,HVN,,,0,HKG,HAN,Dep 14:23
2026-08-31,departure,passenger,14:35,CA 112,CCA,CX 6112,CPA,1,HKG,PEK,Dep 15:18
2026-08-31,departure,passenger,14:35,NH 860,ANA,UA 7918,UAL,1,HKG,HND,Dep 14:35
2026-08-31,departure,passenger,14:35,MU 204,CES,MF 9034,CXA,1,HKG,XIY,Dep 14:23
2026-08-31,departure,passenger,14:40,BI 636,RBA,HX 1636,CRK,1,HKG,BWN,Dep 14:45
2026-08-31,departure,passenger,14:45,CX 773,CPA,QR 3490 / AC 9797,QTR / ACA,2,HKG,HKT,Dep 14:43
2026-08-31,departure,passenger,14:50,UO 670,HKE,CX 5670,CPA,1,HKG,NGO,Dep 14:45
2026-08-31,departure,passenger,14:55,UO 114,HKE,,,0,HKG,TPE,Dep 15:06
2026-08-31,departure,passenger,14:55,UO 688,HKE,CX 5688,CPA,1,HKG,KIX,Dep 14:50
2026-08-31,departure,passenger,15:00,CX 171,CPA,QF 8236 / AY 5111 / JL 7905 / BA 4145 / OM 5621 / LH 7019,QFA / FIN / JAL / BAW / MGL / DLH,6,HKG,PER,Dep 15:10
2026-08-31,departure,passenger,15:00,CX 336,CPA,CA 6506,CCA,1,HKG,PEK,Dep 15:07
2026-08-31,departure,passenger,15:00,CX 380,CPA,,,0,HKG,PVG,Dep 15:10
2026-08-31,departure,passenger,15:00,UO 758,HKE,,,0,HKG,BKK,Dep 14:49
2026-08-31,departure,passenger,15:05,CX 635,CPA,AY 5833 / OM 5731,FIN / MGL,2,HKG,SIN,Dep 15:50
2026-08-31,departure,passenger,15:05,MU 508,CES,FM 3022,CSH,1,HKG,PVG,Dep 15:20
2026-08-31,departure,passenger,15:10,UO 652,HKE,,,0,HKG,NRT,Dep 15:05
2026-08-31,departure,passenger,15:15,HX 216,CRK,HU 8209,CHH,1,HKG,NKG,Dep 15:30
2026-08-31,departure,passenger,15:15,JL 026,JAL,AS 7332 / CX 6320,ASA / CPA,2,HKG,HND,Dep 15:27
2026-08-31,departure,passenger,15:15,UO 694,HKE,CX 5694,CPA,1,HKG,FUK,Dep 15:17
2026-08-31,departure,passenger,15:15,OD 606,MXD,,,0,HKG,KUL,Dep 16:58
2026-08-31,departure,passenger,15:20,CX 500,CPA,QR 5852 / JL 7048 / AA 8928,QTR / JAL / AAL,3,HKG,NRT,Dep 15:34
2026-08-31,departure,passenger,15:20,CX 925,CPA,AC 9777 / PR 3199 / PR 3197,ACA / PAL / PAL,3,HKG,CEB,Dep 15:29
2026-08-31,departure,passenger,15:25,BR 870,EVA,HX 1826,CRK,1,HKG,TPE,Dep 16:03
2026-08-31,departure,passenger,15:25,MH 073,MAS,CX 6001 / FY 7051 / UL 2773 / AY 6625 / WY 5584 / QR 4971,CPA / FFM / ALK / FIN / OMA / QTR,6,HKG,KUL,Dep 15:34
2026-08-31,departure,passenger,15:30,HX 238,CRK,HU 8361,CHH,1,HKG,SHA,Dep 15:45
2026-08-31,departure,passenger,15:30,TG 629,THA,,,0,HKG,BKK,Dep 17:32
2026-08-31,departure,passenger,15:35,CX 655,CPA,,,0,HKG,KTI,Dep 16:10
2026-08-31,departure,passenger,15:35,CX 769,CPA,QR 5825 / JL 7927 / VN 3561 / BA 4563 / OM 5650,QTR / JAL / HVN / BAW / MGL,5,HKG,SGN,Dep 15:54
2026-08-31,departure,passenger,15:35,UO 784,HKE,CX 5784,CPA,1,HKG,HKT,Dep 15:43
2026-08-31,departure,passenger,15:40,SQ 893,SIA,,,0,HKG,SIN,Dep 15:42
2026-08-31,departure,passenger,15:45,CX 472,CPA,,,0,HKG,TPE,Dep 16:19
2026-08-31,departure,passenger,15:45,CX 719,CPA,QR 5819 / BA 4573,QTR / BAW,2,HKG,CGK,Dep 16:11
2026-08-31,departure,passenger,15:50,UO 824,HKE,CX 5824,CPA,1,HKG,OKA,Dep 15:45
2026-08-31,departure,passenger,15:50,UO 862,HKE,CX 5862,CPA,1,HKG,KIX,Dep 15:48
2026-08-31,departure,passenger,15:55,CX 810,CPA,,,0,HKG,YVR,Dep 16:16
2026-08-31,departure,passenger,16:00,CX 962,CPA,CA 6528,CCA,1,HKG,HGH,Dep 16:04
2026-08-31,departure,passenger,16:05,HU 720,CHH,HX 1720,CRK,1,HKG,HAK,Dep 15:52
2026-08-31,departure,passenger,16:05,CX 701,CPA,PG 4560 / GF 4081 / QR 3451 / OM 5639,BKP / GFA / QTR / MGL,4,HKG,BKK,Dep 16:13
2026-08-31,departure,passenger,16:05,CX 876,CPA,,,0,HKG,DFW,Dep 16:47
2026-08-31,departure,passenger,16:10,UO 214,HKE,CX 5214,CPA,1,HKG,WUX,Dep 16:13
2026-08-31,departure,passenger,16:10,UO 596,HKE,CX 5596,CPA,1,HKG,PQC,Dep 16:17
2026-08-31,departure,passenger,16:15,ET 644,ETH,,,0,HKG,MNL,Dep 16:28
2026-08-31,departure,passenger,16:15,CX 532,CPA,QF 8211 / QR 5824 / JL 7038,QFA / QTR / JAL,3,HKG,NGO,Dep 16:23
2026-08-31,departure,passenger,16:20,HX 260,CRK,BR 2896,EVA,1,HKG,TPE,Dep 16:49
2026-08-31,departure,passenger,16:20,CX 542,CPA,QR 5842 / JL 7032,QTR / JAL,2,HKG,HND,Dep 16:18
2026-08-31,departure,passenger,16:25,UQ 2638,CUH,,,0,HKG,URC,Cancelled
2026-08-31,departure,passenger,16:30,HX 336,CRK,HU 8190,CHH,1,HKG,PEK,Dep 16:26
2026-08-31,departure,passenger,16:30,CX 502,CPA,QR 5808 / JL 7056,QTR / JAL,2,HKG,KIX,Dep 16:28
2026-08-31,departure,passenger,16:30,CX 840,CPA,MH 9184 / OM 5840,MAS / MGL,2,HKG,JFK,Dep 17:20
2026-08-31,departure,passenger,16:30,UO 558,HKE,CX 5558,CPA,1,HKG,DAD,Dep 16:32
2026-08-31,departure,passenger,16:35,CX 458,CPA,,,0,HKG,KHH,Dep 16:40
2026-08-31,departure,passenger,16:40,CX 903,CPA,BA 4569,BAW,1,HKG,MNL,Dep 17:00
2026-08-31,departure,passenger,16:45,9G 501,SPQ,,,0,HKG,PQC,Dep 16:49
2026-08-31,departure,passenger,16:50,UO 744,HKE,CX 5744,CPA,1,HKG,CNX,Dep 16:42
2026-08-31,departure,passenger,16:55,CX 729,CPA,MH 9197 / QR 3467,MAS / QTR,2,HKG,KUL,Dep 17:01
2026-08-31,departure,passenger,16:55,CX 743,CPA,QR 5811 / VN 3567 / BA 4561,QTR / HVN / BAW,3,HKG,HAN,Dep 16:52
2026-08-31,departure,passenger,16:55,UO 626,HKE,,,0,HKG,ICN,Dep 16:50
2026-08-31,departure,passenger,16:55,UO 702,HKE,CX 5702,CPA,1,HKG,BKK,Dep 16:55
2026-08-31,departure,passenger,16:55,CZ 604,CSN,MF 9214,CXA,1,HKG,URC,Dep 16:59
2026-08-31,departure,passenger,17:00,CX 312,CPA,CA 6516,CCA,1,HKG,PEK,Dep 17:03
2026-08-31,departure,passenger,17:00,CX 396,CPA,,,0,HKG,WNZ,Dep 17:14
2026-08-31,departure,passenger,17:00,CX 711,CPA,QR 5848 / BA 4555 / AA 8901 / OM 5735,QTR / BAW / AAL / MGL,4,HKG,SIN,Dep 17:09
2026-08-31,departure,passenger,17:05,MU 510,CES,FM 3024,CSH,1,HKG,PVG,Dep 17:06
2026-08-31,departure,passenger,17:05,MU 734,CES,MF 9038,CXA,1,HKG,KMG,Dep 17:00
2026-08-31,departure,passenger,17:10,HX 412,CRK,HU 8165,CHH,1,HKG,LJG,Dep 17:04
2026-08-31,departure,passenger,17:10,HX 452,CRK,HU 8162,CHH,1,HKG,CTU,Dep 17:59
2026-08-31,departure,passenger,17:20,PG 806,BKP,HX 3752 / KL 3728 / TG 7343 / AY 6275 / CX 6503 / EY 7761 / QR 4440,CRK / KLM / THA / FIN / CPA / ETD / QTR,7,HKG,USM,Dep 17:23
2026-08-31,departure,passenger,17:25,HB 872,HGB,,,0,HKG,DYG,Dep 17:11
2026-08-31,departure,passenger,17:25,CX 364,CPA,,,0,HKG,PVG,Dep 17:27
2026-08-31,departure,passenger,17:25,GJ 8054,CDC,,,0,HKG,HGH,Dep 17:32
2026-08-31,departure,passenger,17:30,CA 428,CCA,CX 6128 / ZH 4984,CPA / CSZ,2,HKG,CTU,Dep 17:28
2026-08-31,departure,passenger,17:30,SC 4632,CDG,CA 8862,CCA,1,HKG,TAO,Dep 17:38
2026-08-31,departure,passenger,17:35,CI 916,CAL,,,0,HKG,TPE,Dep 17:46
2026-08-31,departure,passenger,17:35,CX 938,CPA,CA 6532,CCA,1,HKG,WUH,Dep 17:26
2026-08-31,departure,passenger,17:35,UO 622,HKE,CX 5622,CPA,1,HKG,HND,Dep 17:42
2026-08-31,departure,passenger,17:40,CX 430,CPA,QF 8227 / QR 5832 / AA 8951,QFA / QTR / AAL,3,HKG,ICN,Dep 17:59
2026-08-31,departure,passenger,17:40,CX 990,CPA,,,0,HKG,FOC,Dep 17:42
2026-08-31,departure,passenger,17:45,CA 110,CCA,CX 6110,CPA,1,HKG,PEK,Dep 17:40
2026-08-31,departure,passenger,17:45,CX 978,CPA,,,0,HKG,XMN,Dep 17:50
2026-08-31,departure,passenger,17:45,UO 272,HKE,CX 5272,CPA,1,HKG,CZX,Dep 18:11
2026-08-31,departure,passenger,17:50,UO 534,HKE,CX 5534,CPA,1,HKG,MNL,Dep 17:51
2026-08-31,departure,passenger,17:55,KE 2006,KAL,DL 7914,DAL,1,HKG,ICN,Dep 17:50
2026-08-31,departure,passenger,18:00,PR 307,PAL,,,0,HKG,MNL,Dep 18:08
